type,title,listed_in,description
Movie,The Sinking Of Van Der Wijck,"Dramas, International Movies, Romantic Movies","When a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background."
Movie,The Social Network,Dramas,Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar.
Movie,The Space Between Us,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy","After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins."
Movie,The Spectacular Now,"Dramas, Independent Movies, Romantic Movies","Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation."
Movie,The spiral,"Dramas, Independent Movies, International Movies","When an unbearable stranger arrives at a winter mountain resort and vanishes overnight, his dark past comes to light."
Movie,The Spy Next Door,"Action & Adventure, Children & Family Movies, Comedies","While babysitting, an undercover agent is thrust back into the world of top-secret adventure when one his young charges downloads a classified file."
Movie,The Spy Who Fell to Earth,"Documentaries, International Movies","Based on Dr. Ahron Bregman's book, this documentary examines the life and mysterious death of Ashraf Marwan, an Egyptian billionaire and Israeli spy."
Movie,The Stanford Prison Experiment,"Dramas, Independent Movies, Thrillers","Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail."
Movie,The Student,Thrillers,"When a law professor fails an ambitious student for academic dishonesty, he goes to terrifying lengths to seek revenge for more than just his grade."
Movie,The Sunshine Makers,"Documentaries, International Movies","Take a trip and witness the rise and fall of Tim Scully and Nicholas Sand, improbable pioneers of the drug counterculture during the 1960s."
Movie,The Super,Horror Movies,"When an ex-cop becomes a superintendent of an apartment building, he suspects the sinister janitor is behind the eerie disappearances of its tenants."
Movie,The Surrounding Game,Documentaries,"Teens in America dedicate themselves to the Asian game of Go, which originated in ancient China, drawing meaningful life lessons along the way."
Movie,The Taking of Pelham 123,Action & Adventure,"When a group of hijackers takes passengers aboard a subway train hostage and demand a ransom, it's up to dispatcher Walter Garber to bring them down."
Movie,The Talented Mr. Ripley,"Dramas, Thrillers","A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it."
Movie,The Texas Chainsaw Massacre,"Cult Movies, Horror Movies, Independent Movies","When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil."
Movie,The Thief and the Imbecile,"Dramas, International Movies","A street beggar befriends a man who lost his eye in a brawl, unaware that his new acquaintance is plotting to make him his unwitting organ donor."
Movie,The Tiger Hunter,"Comedies, Dramas, Independent Movies","It's 1979, and engineer Sami is excited to leave his Indian village for a job in Chicago. But he soon runs into problems achieving his American dream."
Movie,The Tigers of Scotland,Documentaries,"This documentary highlights the endangered existence of the Scottish wildcats, and the conservation efforts required to prevent their extinction."
Movie,The Time Machine,"Action & Adventure, Sci-Fi & Fantasy","Based on the H.G. Wells classic, this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible."
Movie,The Time Traveler's Wife,"Dramas, Romantic Movies, Sci-Fi & Fantasy","Due to a genetic disorder, handsome librarian Henry involuntarily zips through time, appearing at various moments in the life of his true love."
Movie,The Tribes of Palos Verdes,"Dramas, Independent Movies, Sports Movies","When a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager Medina finds solace in surfing."
Movie,The Trigger Effect,Thrillers,"When a power failure throws their suburban town into chaos, Matthew and his wife stoop to desperate measures to secure medication for their child."
Movie,The Trip to Spain,Comedies,Comedians Steve Coogan and Rob Brydon gorge on local delicacies and celebrity impressions as they reunite for a hilarious road trip through Spain.
Movie,The Trust,Thrillers,"Discovering the location of a vault where a drug ring keeps its riches, two run-of-the-mill Las Vegas cops hatch a dicey plan to burgle it."
Movie,The Truth About Alcohol,"Documentaries, International Movies","Emergency room doctor Javid Abdelmoneim endeavors to learn the truth about alcohol, both its benefits and risks, by exploring the science of drinking."
Movie,The Tuxedo,"Action & Adventure, Comedies","After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo."
Movie,The Ugly Truth,"Comedies, Romantic Movies","A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth."""
Movie,The Unborn Child,"Horror Movies, International Movies","A couple and their young daughter are haunted by a paranormal, malicious presence – which is soon linked to a temple and a series of abortions."
Movie,The Unknown Girl,"Dramas, International Movies",A guilt-ridden doctor in a Belgian town tries to uncover the identity of a woman who died after being turned away from her office.
Movie,The Unknown Known,Documentaries,"Donald Rumsfeld reviews his long political career, from his time in Congress to serving as secretary of defense under Gerald Ford and George W. Bush."
Movie,The Vatican Tapes,"Horror Movies, Thrillers",A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.
Movie,The Walls of the Moon,"Action & Adventure, Dramas, International Movies","After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life."
Movie,The Water Diviner,"Dramas, International Movies","Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland."
Movie,The Water Horse: Legend of the Deep,Children & Family Movies,A boy watches an egg he found hatch into something incredible. But how long can he keep such a big secret from his mom – and the Scottish government?
Movie,The Waterboy,"Comedies, Sports Movies",A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.
Movie,The Wedding Curse,"Horror Movies, International Movies",Two weddings marred by tragedy lead the respective brides to believe that that they've been cursed by an old cultural superstition.
Movie,The Wedding Party 2: Destination Dubai,"Comedies, International Movies, Romantic Movies","In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events."
Movie,The Witch,"Horror Movies, Independent Movies","Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid."
